loan_amnt,term,installment,emp_length,dti,open_acc,revol_util,total_acc,mort_acc,log_annual_inc,fico_score,log_revol_bal,charged_off
30000,36,1015.6,3,14.31,13,33.7,24,1,5.08278895951221,737,4.07740424639809,1
20000,60,593.73,1,12.71,17,34.2,23,3,4.95424733490676,702,4.18898469947278,1
35000,36,1280.14,10,5.74,22,48.2,29,2,4.86332880931918,682,4.06647501375413,1
14000,36,496.01,4,6.54,4,11.7,8,0,5.0000043429231,757,3.38219721037745,0
13200,60,341.26,10,18.99,10,32.7,25,4,4.96379254791209,722,4.04544033981477,1
10000,36,354.3,3,3.09,2,53.3,6,0,4.7324018022389,722,3.62961344537818,0
5000,36,172.48,10,8.1,16,31,18,0,4.74037058568576,677,3.74826557266874,1
14100,36,511.52,2,27.4,16,60.9,38,1,4.81292003804502,662,3.99651167215417,1
4500,36,152.34,10,4.78,5,26.5,7,2,5.11394669302077,677,3.81424759573192,0
12000,36,406.24,1,10.35,9,42,23,0,4.90309541563903,667,4.03338354117311,1
25000,36,902.06,0,12.27,13,11.5,22,2,5.38021305126817,707,3.45178643552429,1
5000,36,166.77,9,16.88,11,64.2,15,0,4.81292003804502,682,4.08834875228852,0
2500,36,82.48,5,8.39,11,26.5,45,2,4.8027805645213,677,3.68574173860226,0
21000,60,506.34,6,15.05,7,53.7,17,2,5.06070161681094,717,3.93981866282137,1
25000,60,646.32,2,11.7,20,61.9,44,3,5.23804861349426,672,4.43616264704075,1
22000,36,720.15,3,15.7,14,42.4,40,10,4.93952424448052,722,4.59635514270668,0
27150,36,993.02,3,30.04,6,93.9,17,0,4.83251529934283,682,4.62092685447886,0
30000,36,1015.6,10,11.37,7,58.1,21,3,5.17609415434257,662,4.32389120825688,0
34875,60,1040.67,2,0.91,9,37,12,2,5.38021305126817,707,3.86266795022858,0
9000,36,314.69,5,24.28,15,62.3,37,2,4.88649636532393,672,4.15241066362957,0
9600,36,331.15,5,23.51,7,83.7,41,4,4.95424733490676,672,4.2430628648048,1
25000,60,573.06,0,21.88,18,6,39,1,4.96848761836196,802,3.67696781429475,0
8000,36,321.48,4,26.4,8,69.4,11,1,4.39795738010388,677,4.19917902605112,1
7000,36,252.58,10,20.56,11,33,35,7,4.77815848856469,677,3.6994908452722,1
35000,36,1184.86,1,7.9,18,23,44,4,5.39794174584649,782,5.00153901527207,1
19000,60,566.96,3,22.36,15,70.5,33,1,4.66276727276334,687,4.02143739646709,0
24000,60,558.32,5,10.24,12,6.6,27,4,4.98227575691685,767,3.5573868820595,0
18300,36,652.36,7,9.3,18,68.4,24,0,4.90849038050582,672,4.19315243685207,0
14900,36,527.9,10,5.08,5,72.9,12,0,5.36361385995076,682,3.83122969386706,0
15350,36,561.43,10,16.66,6,55,16,1,4.63347855533382,662,3.32242605240595,0
3250,36,129.21,1,1.56,6,83.6,7,0,5.07918486515322,662,3.59439255037542,0
20000,36,670.9,2,20.83,16,50.9,46,5,5.0000043429231,682,4.38230527519331,1
12000,36,432.99,NaN,8.36,8,48.8,24,1,4.74037058568576,677,3.83492909646057,0
11500,60,315.47,3,25.93,9,53.3,23,0,4.81624793039127,667,4.13490987913187,0
21350,36,736.46,7,23.16,8,89.1,18,1,4.84510424417682,682,4.29420160069474,1
20000,36,683.46,8,0.43,4,12.8,11,2,5.16499489882914,667,3.11627558758054,1
12600,60,366.15,2,19.22,10,61.9,18,0,4.57227897829878,662,3.8367670473942,0
31700,36,1083.28,10,23.71,14,27.6,20,0,5.2695152791282,767,4.94773262536206,0
9550,36,384.22,2,34.67,21,80.5,24,0,4.47713573096112,662,4.35437738783324,0
35000,60,904.85,9,8.31,7,47.6,8,1,5.25527491784372,712,4.1173707410209,0
30000,36,1078.12,6,1.39,7,20.7,32,0,4.86923758853567,662,3.57229060615141,1
26625,60,712.68,10,3.6,5,84.5,18,5,4.89542807137934,672,3.80188370712524,0
12000,60,289.34,8,33.83,30,17.6,55,2,4.79934744296207,762,4.02767571590489,0
20000,36,654.68,1,4.64,14,40,30,3,5.13033698547925,692,4.28858454496728,0
16000,36,536.72,5,18.16,8,15.3,21,5,4.65322216465659,707,3.20547503674089,0
16000,36,566.87,10,21.64,20,45.5,46,9,5.06070161681094,767,4.61776545172094,0
12075,36,422.2,NaN,8.81,10,3.8,24,2,4.92942403503108,692,2.64246452024212,1
14450,60,432.56,3,28.2,14,88.7,43,1,4.77085937250318,677,4.33545790068938,0
16000,36,546.77,2,21.12,11,72.9,21,0,4.69897869013879,662,3.73814608871206,0
35000,60,893.54,10,14.53,5,34.9,23,4,4.92942403503108,712,3.5956064348656,0
14300,36,523.03,2,30.52,25,60.3,46,2,4.65322216465659,677,4.48360155927926,1
24950,36,896.63,10,11.28,10,87.2,39,4,5.06446173312872,662,4.07070265971947,1
15000,36,483.94,10,12.38,19,26.2,32,3,5.29666738366246,717,3.88434214764705,0
20000,36,721.65,0,4.16,5,42.3,14,1,4.98227575691685,662,3.99760478746045,0
19100,60,487.62,7,18.64,8,7.4,20,2,4.87506705394618,677,3.08170727009734,0
5825,36,211.32,1,4.26,6,36.9,9,0,4.60207084855429,677,3.5063697170955,0
15925,36,534.21,3,19.13,12,75.4,27,3,4.69897869013879,677,4.58142623372412,1
12000,60,289.34,0,0.21,6,0.2,25,9,4.84510424417682,672,1.11394335230683,0
20000,36,645.25,2,11.68,17,11.9,29,1,5.13033698547925,747,3.02448566769916,1
16000,36,585.21,7,19.13,16,60,29,3,4.97772817678564,672,4.08781689793553,0
19600,60,524.64,9,15.25,5,84.6,10,0,4.76343548133428,662,4.07066575345372,1
5000,36,167.73,10,11.67,13,61.1,47,9,4.93450350115004,672,4.02172666441377,0
7900,36,286.6,6,13.17,7,22.1,7,0,4.62325963061961,677,3.61002102466414,1
10000,36,338.54,7,21.64,14,78.2,31,0,4.77815848856469,667,4.54132957766669,1
15000,60,431.44,0,11.83,10,30.7,33,2,4.54408045258678,662,3.63052957142682,0
10650,36,420.64,1,9.84,11,36.4,15,0,4.87506705394618,692,3.71899963787871,0
10000,36,341.73,10,10.17,12,47.8,36,7,4.84510424417682,672,3.78703518202622,0
10000,36,338.54,8,12.95,15,78.3,29,4,5.04139663327193,692,4.38223323497055,1
3500,36,125.78,10,4.08,8,48,42,17,4.92942403503108,667,3.71775369321071,0
11300,36,402.82,3,10.27,11,22,27,0,4.77085937250318,677,3.73838412351215,1
10375,36,379.47,10,38.48,10,70.4,28,4,4.82276939620752,692,4.25224605047311,1
35000,36,1262.88,3,24.24,11,30.7,12,0,4.95424733490676,692,4.6217265934344,1
25000,60,746,10,6.95,9,75.2,9,0,4.83251529934283,687,3.69565675993619,1
30000,36,1062.88,10,7.95,15,18.7,54,0,5.39967545173449,682,3.88502179486229,0
35000,36,1330.7,2,26.6,23,12.1,85,4,5.03403053942443,672,3.64117654661311,1
12000,36,406.24,10,18.62,22,18.4,34,0,5.13672373717755,682,3.79469712689199,0
16000,36,559.44,3,17.45,21,64.8,51,2,4.98227575691685,692,4.23006555120604,0
28000,60,836.52,6,10.1,7,56.5,17,3,5.17609415434257,677,4.04898530257071,1
10000,60,281.85,10,25.39,9,69.3,23,2,4.81292003804502,712,4.78259443886621,0
35000,36,1196.05,2,12.89,10,69.2,31,6,5.37566544256538,717,4.38900651830623,1
20000,60,434.75,10,12.23,6,23.2,16,1,4.93952424448052,817,4.83392444705953,0
4775,36,166.96,10,26.91,10,51.8,25,3,4.79239869419147,662,3.75579865697383,0
15000,36,512.6,NaN,19.56,6,47.6,25,0,4.69897869013879,672,3.03981055414835,1
10000,36,341.73,4,30.74,6,74.2,10,0,4.77815848856469,677,3.46164856806345,1
30000,60,697.9,3,16.03,21,31.3,40,4,5.20412269698795,732,4.58399179919831,0
8000,36,275.96,2,0.45,4,7.9,18,4,5.07918486515322,662,3.11159852488039,0
25000,36,833.83,10,15.28,16,35.8,41,10,5.54406928518988,702,3.86764423390309,1
10000,36,359.38,10,13.68,10,6.9,19,1,4.68125028508304,662,2.75663610824584,0
6850,36,234.09,3,17.06,7,52.8,19,2,4.84510424417682,702,4.4132494567875,0
20000,60,482.23,10,20.67,15,12.1,24,3,4.76343548133428,692,3.78361776519074,0
7500,36,247.43,5,18.59,6,84,14,2,4.90309541563903,712,4.32041633745616,0
2000,36,71.88,3,29.97,11,78.6,24,0,4.77815848856469,697,4.07136643675913,1
24000,36,855.55,8,33.82,8,46.4,40,3,4.77815848856469,667,4.03055924529115,0
11200,36,361.34,5,5.05,9,35.4,9,1,5.02119343518816,697,4.32147415103055,0
1000,36,35.65,4,18.17,12,74.1,24,0,4.54408045258678,707,4.23711627053505,0
10300,60,305.78,1,38.17,9,31.3,32,3,4.4843140782767,672,3.47798897625088,1
35000,36,1247.68,1,23.47,18,4.2,19,0,4.87506705394618,772,3.42439155441027,0
35000,60,1043.78,0,8.28,13,16.1,33,7,5.13033698547925,737,4.0102575429983,0
7650,36,300.1,10,25.75,8,61.7,9,0,4.38022933693803,667,3.89081209895512,0
20000,36,667.06,10,18.28,8,79.1,16,1,4.81292003804502,677,4.1925116995035,1
4000,36,145.12,0,19.5,11,45.9,13,1,4.47713573096112,672,3.86864443839482,0
20000,60,482.23,10,7.2,10,43.4,43,6,5.02119343518816,722,4.42412995091955,0
16000,60,450.96,3,24.93,10,60.2,26,1,4.60207084855429,702,4.14718147219279,0
15325,36,546.31,0,14.43,6,32.2,11,3,4.6570654187095,697,3.79309160017658,0
30000,60,775.58,9,2.42,8,30.1,20,0,5.20412269698795,707,4.12034356243802,0
8125,36,299.98,0,12.18,5,72.2,20,2,4.60207084855429,662,4.19493039921772,1
10000,36,354.3,4,0.54,11,13.4,18,0,5.07918486515322,717,3.60379370413696,0
34025,60,998.48,1,6.98,7,68.8,14,1,5.17609415434257,682,4.02534683450982,1
27750,36,1006.72,2,27.92,20,64.7,30,1,5.17026464980721,662,4.51397628623996,0
10000,36,329.91,8,27.55,12,67.3,27,3,4.90309541563903,682,4.77527540604284,0
6725,36,255.69,4,9.44,12,20.5,17,0,4.64346254670316,677,3.13225968953104,0
11975,60,358.97,4,14.4,11,13.3,14,0,4.55631456433534,742,3.53592674139556,1
35000,60,1017.07,1,2.59,4,33.7,22,2,4.90309541563903,687,3.83998055767834,1
10000,36,338.54,2,5.07,8,22.5,13,0,4.79934744296207,742,3.78682237949918,0
24000,36,774.3,10,22.75,16,52.5,24,3,4.95424733490676,712,4.36793335367478,0
24000,36,850.31,2,28.23,18,66.7,31,0,4.92942403503108,672,4.6995428950274,1
35000,60,783.7,0,11.84,14,1.2,36,6,4.92942403503108,817,3.10619089726341,0
18000,36,646.87,5,9.4,10,43.5,15,0,5.17609415434257,682,3.85101360682367,1
5325,36,194.77,10,22.75,13,5,30,0,4.69897869013879,762,3.43695733066944,1
20400,36,736.08,0,12.76,6,31.1,18,3,4.77815848856469,707,3.24944296144258,0
10000,36,359.38,0,10.34,10,79.1,19,0,4.77815848856469,677,4.2283746904219,0
28000,60,789.18,5,3.27,11,35.1,16,2,5.54406928518988,717,4.40988242451824,0
4000,36,133.42,10,32.75,10,55,23,2,4.73542323037658,712,4.09829753649469,1
4375,36,169.34,4,2,11,52.2,12,0,4.65322216465659,682,3.27392678010052,0
19750,36,704.05,0,14.23,12,65.1,22,2,4.74037058568576,682,4.36038511430463,0
20000,60,535.35,10,11.24,8,89.7,26,4,5.11394669302077,662,3.76596642478571,0
21000,60,550.78,2,3.85,14,6.4,34,3,5.09691348735001,662,3.6254153521544,1
23675,36,874.07,4,13.06,8,88.3,27,3,4.86923758853567,687,4.3223847087454,1
14700,36,537.66,10,12.03,7,80.9,12,1,5.31597244349282,667,3.89459294792295,1
7125,36,263.06,2,14.41,14,4.2,24,1,4.17612021105608,777,3.4571246263034,0
6000,36,201.27,10,10.03,7,72,11,1,4.92428445620351,702,4.07485299588124,0
35000,60,861.4,0,18.32,10,86.4,25,0,5.0000043429231,697,4.57500299943353,1
21000,36,669.46,8,13.54,13,33.8,47,3,5.13033698547925,677,3.75671216016477,0
12000,60,298.17,10,12.2,8,35.5,19,4,4.90309541563903,667,3.97132224524281,1
18000,36,615.11,10,19,21,27,44,5,5.13033698547925,752,4.26145320274181,0
21000,36,724.38,8,21.36,19,65.1,45,1,5.07918486515322,702,4.54533186188515,0
21475,60,548.25,6,2.45,5,24.9,27,12,4.84510424417682,682,3.43424945239647,1
8200,36,302.74,2,10.4,12,27,14,1,5.39794174584649,687,3.49954962590514,1
5000,36,193.53,10,10.85,9,68.5,11,0,4.95424733490676,667,4.00298634085678,0
9000,36,318.87,0,10.53,11,33.1,23,3,4.69897869013879,677,3.90433679220249,1
6500,36,231.72,10,5.75,7,42.2,20,0,5.0000043429231,687,3.52904517076576,0
15225,60,399.32,10,8.4,6,43.3,18,0,5.04139663327193,677,2.95904139232109,1
35000,36,1223.77,10,8.48,7,86,19,1,5.1461311377706,692,3.56796690682315,1
6925,36,255.67,2,6.19,6,39.2,10,0,4.41499005128352,662,3.6994908452722,0
7000,36,236.98,9,11.65,18,18.1,43,0,4.83059508362272,707,3.61214783832648,0
10000,36,341.73,8,15.97,8,84.9,30,5,5.1461311377706,702,4.65702715403564,1
15000,36,531.44,8,6.92,9,0,22,7,4.83596310877393,682,0,0
35000,60,861.4,5,4.79,5,53,6,0,5.24304053036195,727,3.97487997300693,1
28000,60,616.22,0,8.6,6,16,28,6,5.09691348735001,767,4.09022277168657,0
35000,36,1196.05,7,21.54,15,64.2,28,0,5.30103216713096,687,4.5311338991196,1
20000,60,597.51,0,18.76,11,54.5,30,3,4.95424733490676,707,3.92371019439656,0
6925,36,259.1,0,9.31,9,35,14,0,4.87506705394618,667,3.68529378138678,0
21000,60,629.5,10,22.27,19,48.5,53,6,5.04139663327193,677,4.38474755956292,0
10575,60,307.3,4,22.38,9,43.7,19,0,4.4941685134903,677,3.84689354331662,1
6000,36,200.12,10,18.75,13,34.8,34,5,4.69897869013879,662,3.79260178116496,1
25000,36,885.73,2,13.79,12,69.8,38,5,5.09691348735001,667,4.21518796949713,1
10300,60,266.29,2,21.41,12,19.7,15,0,4.83251529934283,722,3.60991441008599,1
13900,36,492.47,2,6.45,6,30.8,7,1,4.63347855533382,742,4.14488541828714,0
35000,36,1280.14,0,5.44,7,39.7,29,6,5.39794174584649,662,3.89943745428617,0
10000,36,360.83,10,34.54,9,68,28,0,4.74037058568576,677,4.51478674807046,0
12000,60,310.24,0,28.28,14,14.5,29,2,4.74037058568576,792,4.01165501072477,0
5500,36,198.46,8,18.47,11,70.4,31,0,4.90309541563903,682,3.84788099744537,1
1450,36,52.32,5,36.78,15,70.1,40,0,4.69897869013879,687,4.19802442553312,0
9525,36,356.37,7,8.3,12,36.3,18,0,4.916985305091,687,3.55157197367425,0
18075,60,509.44,2,6.43,15,75.9,28,1,5.39794174584649,667,4.14749082079331,1
13575,36,496.51,10,20.4,3,70,9,1,4.60207084855429,677,3.91708519064056,0
23725,36,887.65,10,2.73,13,10.1,13,0,4.84510424417682,732,3.62438524142026,0
35000,60,1017.07,5,1.67,6,5.8,17,0,4.85733852825718,747,3.22349594096239,0
10225,60,305.48,2,6.48,14,25.8,22,0,4.60207084855429,667,3.84984919560525,0
11075,36,398.01,2,26.43,7,84.8,25,1,4.82608128465964,692,3.82033284489941,0
30000,60,745.42,10,15.69,44,24.8,80,4,5.04139663327193,682,4.48300213860441,1
2800,36,99.82,2,20.51,15,5.1,88,0,4.98677621150586,697,3.05115252244738,0
20000,36,699.3,3,16.26,9,71.7,16,1,5.0000043429231,662,3.7799570512469,1
1500,36,53.48,NaN,11.14,8,29,22,3,4.47713573096112,662,3.41697317260303,0
10000,36,365.76,8,9.5,10,16.5,25,1,4.69897869013879,672,3.67126543294715,0
30000,36,1015.6,3,12.3,7,14.8,8,1,5.21748657629369,712,5.25075169611356,1
20000,36,708.59,10,16.74,11,57.6,20,3,5.30103216713096,732,5.13136840784595,1
27725,36,996.36,0,6.52,6,47,20,2,5.24304053036195,662,3.96004245572684,1
10400,60,255.96,2,29.11,12,15.7,35,0,4.82608128465964,752,3.82503644122135,1
12000,60,329.18,2,8.79,7,41.3,20,5,5.04139663327193,697,3.94076543563121,1
6000,36,216.5,10,15.84,6,4.7,20,2,4.74037058568576,667,2.5051499783199,0
24000,36,805.08,1,16.69,8,62.1,20,0,5.05766990682209,687,4.33959055226804,0
13375,60,341.46,9,25.27,8,60.1,24,1,4.74037058568576,667,4.24548799129027,1
24000,36,827.87,6,17.17,28,44.8,47,1,5.07918486515322,722,4.1281083491031,0
10725,36,423.6,7,25.85,5,NaN,26,3,4.61279444913889,737,0,1
16950,36,679.05,9,21.52,6,53.9,19,3,4.6674622924558,742,3.1296898921993,1
35000,36,1309.49,4,16.07,4,64.8,16,3,5.01284144113598,687,3.20978301484851,0
9600,36,320.19,9,6.55,12,52.5,36,6,5.19033450006113,687,3.74585519517372,0
20000,60,447.83,10,7.65,8,9.7,22,4,4.91381914862559,777,3.42618582524451,1
20000,60,535.35,2,15.74,16,41.7,27,0,5.17897982340604,667,3.98398692196518,1
5650,36,221.64,1,15.87,18,31.3,21,0,4.50516354981041,677,3.20303288701471,1
17100,36,617.01,6,17.79,11,44.4,17,0,4.65322216465659,712,4.18003981092717,1
4825,36,170.95,10,5.65,7,39.8,29,3,5.28103564103487,662,3.45788189673399,0
25000,60,655.69,4,10.33,8,79.2,17,3,4.79239869419147,682,4.41450539420071,0
15500,36,534.66,10,11.55,9,57.4,25,0,4.91381914862559,662,3.84516007765194,0
25000,36,824.76,10,0.15,10,0.2,29,2,5.19033450006113,697,1.88081359228079,0
7925,36,285.96,1,1.5,6,16.4,13,0,4.97772817678564,677,2.47129171105893,0
10425,36,378.2,NaN,3.53,10,16,18,0,4.68125028508304,672,3.42094540592197,0
4000,36,137.98,10,22.76,13,18.7,20,0,4.62839914862378,732,3.64384731029971,0
14350,36,517.78,10,12.19,9,27.7,13,1,4.65322216465659,722,3.40636983546926,0
30000,60,822.95,10,16.56,16,38.3,29,2,5.0000043429231,747,4.68811713432498,1
22375,60,656.61,2,20.44,21,23.8,32,1,4.79239869419147,667,3.80420760508204,0
32000,60,877.82,10,14.14,11,73.2,41,5,5.13354210170025,697,4.23006555120604,0
27975,36,1005.34,NaN,3.24,6,62.7,12,0,5.09691348735001,687,4.07867427336046,0
14025,36,504.02,4,12.79,7,33.8,23,6,5.07918486515322,682,3.47871075551275,1
20000,36,699.3,8,29.97,9,61.4,16,0,4.7324018022389,692,4.42794029026414,1
19500,36,690.87,4,10.17,9,0.9,11,0,4.81292003804502,697,2.29225607135647,0
12000,36,413.94,5,7.8,16,34.8,17,0,4.67980024894738,667,4.07543746158561,1
16000,60,385.79,1,5.49,8,16.8,14,0,4.74819578219556,707,3.61573968861915,1
20000,36,659.81,10,4.04,6,57.6,11,0,5.17609415434257,687,3.81776363228036,0
11975,36,481.4,5,24,11,45.3,12,1,4.60207084855429,662,4.02897770520877,1
5875,36,230.47,10,6.45,4,15.8,5,1,4.95274402401489,692,2.81157500587059,1
14000,60,347.87,3,8.37,10,41.9,27,3,4.55631456433534,662,3.69037330691605,0
20000,36,683.46,5,19.92,11,38.4,31,1,4.90309541563903,692,3.54381980514265,1
15100,36,544.85,1,23.19,14,9.8,44,5,4.95424733490676,692,3.31132995230379,1
24000,36,820.15,NaN,11.74,14,45.6,39,5,5.0000043429231,712,4.55729060217618,0
34550,36,1355.32,10,4.85,4,83.5,10,0,5.13033698547925,692,3.70001106232211,0
18075,36,661.1,8,17.4,4,82.1,17,4,4.77815848856469,672,3.49443289872639,0
15000,36,517.42,7,17.09,12,32.9,18,0,4.79239869419147,712,4.09043441617512,1
15000,36,471.3,4,7.59,8,80.4,12,2,5.17609415434257,672,4.26717172840301,0
18000,36,629.37,1,11.81,16,0,21,0,4.69897869013879,772,0,0
18275,36,651.47,4,6.34,6,27.4,10,1,4.92942403503108,732,3.502836638621,1
5125,36,161.05,4,17.59,9,9.2,26,4,4.69897869013879,757,3.5278875659527,0
18350,60,544.75,4,20.86,8,65,27,6,5.0000043429231,662,3.74272513130469,1
5000,36,174.78,5,17.05,8,53.3,12,0,4.68125028508304,672,3.71391035412895,0
12725,36,459.15,1,23.04,8,33.9,11,0,4.60207084855429,682,3.36921585741014,0
22275,36,723.89,6,28.41,19,34,31,1,4.92428445620351,707,4.49250895610758,0
4800,36,167.79,NaN,16.33,8,38.1,11,0,4.40020977016206,667,3.72082058177034,0
35000,36,1213.12,0,19.19,18,38.8,31,4,5.17609415434257,707,4.51819797443513,0
21000,36,707.48,10,17.27,22,74,33,1,5.47712270236552,697,5.6295747219477,0
13625,36,482.32,10,3.27,8,4.9,33,2,4.95424733490676,667,2.97680833733806,0
30000,60,845.55,10,13.85,12,84.6,31,9,5.30103216713096,717,4.79539333493129,1
19225,60,520,2,5.43,11,16.1,25,4,5.07918486515322,662,3.36958689073634,1
12000,36,398.52,10,20.76,5,39.3,15,0,5.0000043429231,702,3.86575522407145,0
13575,36,484.94,10,3.6,9,46.9,20,5,4.69897869013879,687,3.92644534781838,0
30000,36,1114.76,0,1.69,6,45.2,17,0,5.25042244215868,677,3.78518742002936,0
8000,36,274.63,2,8.03,8,88.8,12,3,4.87506705394618,667,4.35339684339754,1
9600,36,326.53,10,21.69,6,6.6,30,2,4.95424733490676,787,3.47610671684019,0
35000,60,1043.78,4,14.91,15,86.6,32,0,5.06070161681094,687,4.38467592335956,1
34625,60,1037.92,7,25.35,16,64.7,32,0,5.07918486515322,727,4.32265337221323,0
21000,36,714.27,10,27.69,9,37.1,15,1,4.8027805645213,687,4.28257680070921,1
30000,60,871.77,10,25.44,20,55,32,4,5.10002573010786,697,4.77532640736611,0
16150,36,642.04,10,20.75,7,70.5,14,1,4.74037058568576,677,4.68695784978931,0
4650,36,166.11,10,16.05,10,19.3,29,4,4.60207084855429,677,3.29092455938275,0
7000,36,250.06,10,22.34,10,58.4,26,3,5.00860442953008,662,3.71775369321071,0
15000,36,527.29,3,26.74,11,72.6,33,0,4.69897869013879,672,4.38464010082629,1
13925,36,507.21,NaN,1.51,3,44.4,16,8,4.44717354158246,727,3.38756777941718,0
21750,36,739.78,5,21.54,17,62.7,40,0,4.90309541563903,662,4.07834804955535,1
22000,36,724.85,7,3.33,5,36.3,25,0,4.98227575691685,662,4.04438294707353,0
9125,36,329.26,10,11.95,16,24.4,22,0,4.89210017053276,702,3.67833624673218,1
20000,36,680.26,2,18.5,7,48.3,34,5,4.90309541563903,667,3.89070039769887,0
35000,36,1238.98,9,6.63,10,56,16,1,5.19312738228452,662,3.68743977454589,1
5000,36,174.78,NaN,7.71,7,87.8,11,0,4.75588247480709,692,4.04375512696867,1
8000,36,313.83,2,17.67,23,78.1,42,0,4.69897869013879,662,4.15023435895789,0
17500,36,615.17,9,19.85,13,76,15,0,4.95424733490676,672,4.78587058642609,0
17875,60,535.83,0,9.66,10,7.2,23,0,5.36172972425036,697,2.55630250076728,0
13400,36,511.69,3,24.06,25,57.7,43,0,5.04139663327193,667,3.87829194924979,1
5100,36,197.4,10,10.24,4,84.6,14,0,5.0000043429231,702,3.04178731897175,0
35000,36,1238.98,4,8.64,16,33.8,30,1,5.41497501833099,672,4.05277086947488,1
7000,36,246.07,3,6.87,11,9.2,38,4,4.69897869013879,692,3.63868888669012,0
15000,60,379.76,2,17.57,16,74,23,0,4.6674622924558,667,4.27914200649163,1
10150,36,373.3,3,6.96,5,41.4,11,0,4.77815848856469,667,3.52022143588196,0
24000,60,704.3,3,31.94,22,18,25,0,4.778245337329,757,4.12801133257597,1
10000,36,349.55,1,24.42,7,83.7,9,0,4.63949645003697,697,4.19681154266267,0
31975,60,954.14,8,13.76,12,55.6,17,0,4.90309541563903,682,4.39984671271292,1
30000,36,1114.76,7,34.2,16,54.8,30,0,4.92428445620351,687,4.50712694037054,1
29325,36,1078.5,2,6.03,3,66.3,18,1,5.22531186680437,687,3.59273176639396,1
11200,36,380.95,9,17.55,8,38.2,21,0,4.90309541563903,722,3.63938686901768,0
11200,60,334.01,4,7.44,10,36.7,13,0,4.87506705394618,687,3.33284226699435,1
9100,36,315.41,6,12.78,8,25.5,12,0,4.87506705394618,707,3.70260284134042,0
4850,36,180.22,0,4.74,14,1,14,0,4.27877645795564,772,2.48429983934678,0
10000,36,349.55,5,33.37,9,15.4,12,0,4.62325963061961,742,3.07554696139253,0
4000,36,138.65,5,21.42,13,45,39,2,4.78176255301433,677,3.93414481179247,0
21000,60,556.26,7,33.21,12,81.1,24,0,4.86923758853567,682,4.91301337773531,1
7500,36,262.17,2,11.1,10,83.5,14,1,4.77815848856469,692,4.2871071991552,0
35000,60,946.68,10,23.98,16,23.5,54,8,5.0000043429231,757,4.31147836743806,1
11550,36,429.19,3,6.04,8,36.6,12,0,4.53149169022153,687,3.64236558084497,0
9975,36,359.92,10,4.87,12,39,30,11,5.25527491784372,662,3.66707920546421,0
35000,36,1300.55,7,5.08,13,53.1,23,2,5.29446843069651,707,4.87580182753901,1
15000,36,546.36,4,30.76,9,11.5,19,0,4.54408045258678,662,3.31848072517451,0
20000,36,774.1,1,9.68,12,71.4,35,3,4.87506705394618,667,4.14126159062209,0
8875,36,338.9,5,12.49,9,88.7,15,4,4.71601169537145,677,3.82288694783415,0
10750,36,432.5,3,21.13,17,45.5,19,0,4.55631456433534,662,4.06333335895174,1
10000,60,260.73,5,12.14,11,32.3,15,2,5.17609415434257,697,3.89630570746608,0
5000,36,175.77,0,9.23,8,55.4,9,0,4.74037058568576,662,4.14980393822702,1
35000,36,1238.98,3,17.56,6,26.9,24,4,4.95424733490676,732,3.56972494922615,0
18000,36,569.64,3,16.68,22,77.5,36,2,5.161370997359,702,4.3887581878491,0
6000,36,207.97,NaN,33.61,9,18.4,11,0,4.69897869013879,712,3.64147411050409,0
27200,36,1010.72,10,19.35,16,49.8,38,4,4.90309541563903,687,4.29303090560643,0
25000,36,866.52,2,7.14,7,21.9,30,7,5.17609415434257,697,3.89276223461581,0
15000,36,527.29,1,9.78,20,50.2,39,0,4.75544797065977,697,3.68331726192188,0
15000,36,535.84,3,17.36,5,55.4,8,0,4.7324018022389,707,3.78901632679337,1
8875,36,323.27,3,11.3,6,11.9,9,0,4.74037058568576,712,3.36921585741014,0
16000,36,544.21,4,3.13,9,81.8,17,1,4.99913489291368,662,4.07136643675913,1
8275,36,295.61,3,12.04,7,28.3,20,1,4.81955051571144,662,3.29114676173188,1
6000,36,202.14,2,5.38,5,76.2,9,1,4.69897869013879,677,3.85040114799715,0
25525,36,1026.93,3,16.68,8,23.3,9,0,4.95424733490676,722,3.44027921323558,0
5600,36,195.75,2,6.86,18,70.2,32,0,4.69897869013879,662,3.86350130064145,1
35000,36,1230.33,2,5.72,4,81.6,13,4,5.0000043429231,682,4.25022476990196,0
12000,60,289.21,4,9.82,9,44.9,28,4,5.02119343518816,702,3.58703711774345,0
6600,36,235.77,5,18.08,23,23,33,0,4.47713573096112,697,3.40329214515825,0
30000,36,1145.56,10,21.59,10,87.9,17,1,5.11394669302077,672,4.62970514499581,1
35000,60,986.47,1,16.13,17,44.8,26,4,5.06446173312872,702,4.31676687014143,0
12750,36,473.78,1,18.24,13,39,26,0,4.60207084855429,667,3.46671937168159,0
22375,36,814.99,7,17.71,11,16.1,23,2,4.84510424417682,717,3.54057971650445,1
15000,36,519.91,2,7.01,6,18.7,18,3,5.161370997359,727,3.49623754516673,0
10725,36,394.44,3,8.64,5,39.6,6,0,4.60207084855429,667,3.60205999132796,1
27850,60,705.09,0,11.2,5,55.9,11,6,4.74671202251666,677,4.32347898813015,0
21000,36,701.42,10,4.56,6,70.4,11,5,5.09691348735001,692,4.28375338333252,0
8000,36,274.63,0,12.15,9,53.9,18,0,4.50516354981041,662,3.91902576458736,0
